CASENUMBER,TYPEOFBUSINESS,TYPEOFCOMPLAINT,OPENDATE,CLOSEDATE,OUTCOME,LONGITUDE,LATITUDE
2020 190770-CC,Restaurant,Face Covering Non-Compliance - Business,12/18/2020,12/19/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 190654-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-97.76159559,30.26451017
2020 190622-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/18/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-97.78593401,30.24140697
2020 190591-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/17/2020,12/18/2020,No Violation(s) Found/Inspection Performed,-97.71402423,30.344044
2020 190577-CC,Other (Describe in Comments),Social Distancing,12/17/2020,12/17/2020,Referred to Appropriate Agency,-97.79095574,30.23219476
2020 190574-CC,Other (Describe in Comments),Social Distancing,12/17/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.74513446,30.26621276
2020 190562-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.77486583,30.49956812
2020 190557-CC,Restaurant,Over Occupancy,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 190551-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.73163739,30.35604429
2020 190519-CC,Residential,Eviction,12/17/2020,12/18/2020,COVID-19/Education Provided,-97.72624474,30.22706634
2020 190516-CC,Residential,Eviction,12/17/2020,12/18/2020,COVID-19/Education Provided,-97.72329993,30.22764853
2020 190479-CC,Residential,Eviction,12/17/2020,12/22/2020,Closed/Duplicate Case,-88.448709,24.923983
2020 190466-CC,Residential,Eviction,12/17/2020,1/5/2021,COVID-19/Education Provided,-88.448709,24.923983
2020 190250-CC,Other (Describe in Comments),Social Distancing,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 190195-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.80472204,30.17360698
2020 190181-CC,Other (Describe in Comments),Face Covering,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.75391634,30.2697822
2020 190165-CC,Other (Describe in Comments),Face Covering,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.73163739,30.35604429
2020 190158-CC,Residential,Eviction,12/17/2020,12/22/2020,COVID-19/Education Provided,-97.68097995,30.33786336
2020 190145-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/17/2020,12/17/2020,Closed/Duplicate Case,-88.448709,24.923983
2020 190119-CC,Other (Describe in Comments),Face Covering,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.75020926,30.44142801
2020 190046-CC,Other (Describe in Comments),Face Covering,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.73976827,30.36723217
2020 189972-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/17/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.71472418,30.30491239
2020 189942-CC,Other (Describe in Comments),Face Covering,12/16/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.68311274,30.23413649
2020 189941-CC,Other (Describe in Comments),Social Distancing,12/16/2020,12/21/2020,No Violation(s) Found/Inspection Performed,-97.73612944,30.26695861
2020 189940-CC,Other (Describe in Comments),Social Distancing,12/16/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.65970419,30.32201442
2020 189930-CC,Residential/Apartment,Over Occupancy,12/16/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.70565325,30.36960521
2020 189928-CC,Other (Describe in Comments),Face Covering,12/16/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 189910-CC,Other (Describe in Comments),Face Covering,12/16/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.79149355,30.16491833
2020 189899-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.70688168,30.35341143
2020 189892-CC,Other (Describe in Comments),Face Covering,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.76025548,30.22683893
2020 189891-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.73045282,30.35354499
2020 189890-CC,Apartment Common Area,Over Occupancy,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.74390934,30.28679091
2020 189887-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.77200641,30.44029381
2020 189801-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 189795-CC,Residential/Apartment,Over Occupancy,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.75656935,30.41416238
2020 189787-CC,Other (Describe in Comments),Face Covering,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.75391634,30.2697822
2020 189700-CC,Residential,Eviction,12/16/2020,12/16/2020,Closed/Duplicate Case,-97.73180415,30.24079338
2020 189566-CC,Restaurant,Face Covering Non-Compliance - Business,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.69063841,30.313057
2020 189560-CC,Restaurant,Social Distancing,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.80043117,30.36974515
2020 189547-CC,Restaurant,Face Covering,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.75093445,30.267752
2020 189349-CC,Restaurant,Face Covering Non-Compliance - Business,12/16/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.70281007,30.28150213
2020 189342-CC,Residential/Apartment,Over Occupancy,12/15/2020,12/16/2020,No Violation(s) Found/Inspection Performed,-97.70587722,30.36921374
2020 189327-CC,Residential,Eviction,12/15/2020,12/21/2020,COVID-19/Education Provided,-97.79787934,30.45403658
2020 189315-CC,Residential,Eviction,12/15/2020,1/5/2021,COVID-19/Education Provided,-88.448709,24.923983
2020 189311-CC,Schools,Social Distancing,12/15/2020,12/15/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 189309-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/15/2020,12/15/2020,No Violation(s) Found/Inspection Performed,-97.77697088,30.29045082
2020 189296-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/15/2020,12/15/2020,Closed due to Administrative Reasons,-97.78152905,30.17286114
2020 189178-CC,Other (Describe in Comments),Over Occupancy,12/15/2020,12/15/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 189061-CC,Other (Describe in Comments),Face Covering,12/15/2020,12/15/2020,No Violation(s) Found/Inspection Performed,-97.76025548,30.22683893
2020 189028-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/15/2020,12/15/2020,Closed/Duplicate Case,-88.448709,24.923983
2020 189017-CC,Other (Describe in Comments),Face Covering,12/15/2020,12/15/2020,Closed due to Administrative Reasons,-88.448709,24.923983
2020 189014-CC,Other (Describe in Comments),Face Covering,12/15/2020,12/15/2020,No Violation(s) Found/Inspection Performed,-97.75093445,30.267752
2020 189001-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/15/2020,12/15/2020,No Violation(s) Found/Inspection Performed,-97.78272843,30.2070789
2020 188876-CC,Residential,Eviction,12/15/2020,12/22/2020,COVID-19/Education Provided,-97.74390934,30.28679091
2020 188862-CC,Other (Describe in Comments),Social Distancing,12/15/2020,12/15/2020,No Violation(s) Found/Inspection Performed,-97.68073847,30.28583375
2020 188846-CC,Other (Describe in Comments),Social Distancing,12/15/2020,12/15/2020,No Violation(s) Found/Inspection Performed,-97.6984453,30.29090363
2020 188828-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/15/2020,12/15/2020,No Violation(s) Found/Inspection Performed,-97.67390145,30.37110173
2020 188702-CC,Other (Describe in Comments),Social Distancing,12/14/2020,12/14/2020,Closed/Duplicate Case,-88.448709,24.923983
2020 188680-CC,Residential,Eviction,12/14/2020,12/21/2020,COVID-19/Education Provided,-97.76458699,30.18854872
2020 188669-CC,Restaurant,Face Covering,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.74841928,30.26566364
2020 188664-CC,Other (Describe in Comments),Social Distancing,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.7568049,30.22248283
2020 188658-CC,Other (Describe in Comments),Over Occupancy,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.83965059,30.22138261
2020 188648-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.78647441,30.17134288
2020 188627-CC,Other (Describe in Comments),Social Distancing,12/14/2020,12/14/2020,Closed/Duplicate Case,-88.448709,24.923983
2020 188624-CC,Other (Describe in Comments),Face Covering,12/14/2020,12/14/2020,Closed/Duplicate Case,-88.448709,24.923983
2020 188613-CC,Residential,Eviction,12/14/2020,12/22/2020,COVID-19/Education Provided,-97.72059493,30.22484579
2020 188586-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.74827235,30.39447352
2020 188581-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.75911363,30.20614472
2020 188552-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,Closed/Duplicate Case,-97.84863595,30.39211845
2020 188531-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.84863595,30.39211845
2020 188524-CC,Other (Describe in Comments),Social Distancing,12/14/2020,12/26/2020,No Violation(s) Found/Inspection Performed,-97.64396924,30.27966194
2020 188512-CC,Residential,Eviction,12/14/2020,12/16/2020,COVID-19/Education Provided,-97.69427089,30.32773357
2020 188469-CC,Restaurant,Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.74527025,30.39849903
2020 188379-CC,Other (Describe in Comments),Social Distancing,12/14/2020,12/14/2020,Referred to Appropriate Agency,-88.448709,24.923983
2020 188372-CC,Restaurant,Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.75083942,30.3939559
2020 188335-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 188267-CC,Other (Describe in Comments),Over Occupancy,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.73751675,30.26689361
2020 188260-CC,Other (Describe in Comments),Over Occupancy,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.79951708,30.21515488
2020 188252-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.72438379,30.38119611
2020 188196-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 188191-CC,Residential,Eviction,12/14/2020,12/17/2020,No Violation(s) Found/Inspection Performed,-97.73180415,30.24079338
2020 188177-CC,Other (Describe in Comments),Face Covering,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.71965746,30.39026269
2020 188151-CC,Other (Describe in Comments),Face Covering,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.76305632,30.22511365
2020 188112-CC,Other (Describe in Comments),Face Covering,12/14/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.69055867,30.37381396
2020 188061-CC,Restaurant,Face Covering,12/13/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.70313678,30.28213042
2020 188059-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/13/2020,12/14/2020,No Violation(s) Found/Inspection Performed,-97.74098492,30.36472993
2020 188048-CC,Restaurant,Social Distancing,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.74244033,30.27886381
2020 188032-CC,Residential/Apartment,Social Distancing,12/13/2020,12/13/2020,Referred to Appropriate Agency,-97.6717426,30.30604589
2020 188030-CC,Residential/Apartment,Over Occupancy,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.62191699,30.34897334
2020 188013-CC,Residential/Apartment,Over Occupancy,12/13/2020,12/13/2020,Referred to Appropriate Agency,-97.62191699,30.34897334
2020 188012-CC,Other (Describe in Comments),Face Covering,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.75391634,30.2697822
2020 187997-CC,Restaurant,Social Distancing,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.71949507,30.31704566
2020 187994-CC,Other (Describe in Comments),Face Covering,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 187987-CC,Restaurant,Over Occupancy,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.72524373,30.40332349
2020 187976-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.73117991,30.23017691
2020 187932-CC,Other (Describe in Comments),Face Covering Non-Compliance - Business,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.78510956,30.19654416
2020 187927-CC,Residential/Apartment,Social Distancing,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.6643653,30.35833428
2020 187926-CC,Residential/Apartment,Over Occupancy,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.72514723,30.29159592
2020 187924-CC,Residential/Apartment,Over Occupancy,12/13/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.69677142,30.32864038
2020 187923-CC,Other (Describe in Comments),Social Distancing,12/12/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.69460608,30.36442773
2020 187921-CC,Residential/Apartment,Social Distancing,12/12/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.69770097,30.27597921
2020 187918-CC,Restaurant,Over Occupancy,12/12/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.74931936,30.27002512
2020 187916-CC,Residential/Apartment,Social Distancing,12/12/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.74179015,30.16186057
2020 187915-CC,Restaurant,Social Distancing,12/12/2020,12/13/2020,Closed/Duplicate Case,-97.68803006,30.374873
2020 187914-CC,Restaurant,Social Distancing,12/12/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.68803006,30.374873
2020 187906-CC,Other (Describe in Comments),Over Occupancy,12/12/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.73057988,30.319441
2020 187904-CC,Restaurant,Social Distancing,12/12/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-97.75141919,30.30939449
2020 187901-CC,Restaurant,Social Distancing,12/12/2020,12/13/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 187897-CC,Other (Describe in Comments),Face Covering,12/12/2020,12/12/2020,No Violation(s) Found/Inspection Performed,-88.448709,24.923983
2020 187896-CC,Other (Describe in Comments),Face Covering,12/12/2020,12/12/2020,No Violation(s) Found/Inspection Performed,-97.8337199,30.45826405
